1100031;209
1100122;5011
1100189;1501
1100205;27662
1100338;1623
1100908;222
1101435;419
1101468;158
1101559;280
1101708;837
1200138;1503
1200179;1259
1200351;2562
1200609;7753
1300201;1904
1300631;3832
1300706;5410
1300839;1758
1301001;5072
1301159;3835
1301803;3190
1302009;1411
1302108;1004
1302603;181155
1303007;3619
1303502;2826
1303569;3401
1304203;23314
1304302;2889
1400027;1135
1400175;2179
1400308;2754
1500107;33841
1500206;10117
1500800;51772
1501303;16375
1501402;178961
1501451;3089
1501576;1881
1501782;6955
1501808;37322
1502004;4301
1502301;12123
1502509;3129
1502608;1611
1502756;4414
1502764;1313
1502939;7789
1503002;1520
1503077;7493
1503101;5123
1503200;6515
1503507;5947
1504000;4808
1504109;1104
1504307;5664
1504406;4182
1504422;17163
1504703;14544
1504950;4099
1505007;2341
1505205;5987
1505486;7465
1506161;1091
1506187;4971
1506195;3504
1506401;1718
1506708;4498
1507458;3040
1507607;17472
1507805;3022
1508050;1904
1508126;3505
1508357;1421
1600105;1323
1600303;51012
1600709;2063
1600808;2060
1700301;606
1701002;1395
1702307;522
1702703;445
1703057;321
1703305;531
1703701;539
1703800;832
1703826;302
1704105;271
1707207;1234
1707702;998
1708205;1856
1709807;196
1711100;222
1712504;477
1713205;7165
1713304;1279
1713809;630
1715259;339
1715507;143
1715705;711
1715754;683
1716109;7822
1716307;509
1716604;1002
1717008;550
1717206;406
1717800;624
1718303;818
1718501;516
1718659;167
1718758;713
1718881;325
1720200;1572
1720655;910
1721000;17446
1722081;1281
2100055;31173
2100303;3902
2100402;1361
2100436;4069
2100501;1199
2100709;5922
2100873;2091
2100907;8106
2101400;24063
2101731;1876
2101939;881
2102150;1175
2102200;4695
2102309;3983
2102606;3765
2102754;2621
2103125;1778
2103208;60570
2103257;2460
2103307;31616
2103604;10596
2104008;3644
2104057;9967
2104305;1736
2104800;17229
2105005;4660
2105203;1868
2105807;1974
2106102;1867
2106375;1666
2106409;3391
2106508;5814
2106607;6041
2106672;1536
2107209;2192
2107357;3213
2107704;4177
2107803;4988
2108504;3866
2109007;2049
2109205;2158
2109270;3902
2109551;1067
2109601;18668
2109700;795
2109759;1193
2110005;10025
2110708;5477
2111003;5398
2111300;158117
2111573;657
2111672;1259
2111706;4940
2111722;1726
2111748;2186
2111763;2556
2112100;4998
2112209;35640
2112902;5433
2114007;19982
2200459;867
2200608;1484
2200707;1643
2201002;859
2201309;640
2201408;1175
2201903;17559
2201919;974
2201960;1435
2202000;3504
2202208;24170
2202505;1981
2202604;2919
2202653;841
2202711;997
2202737;740
1100015;1668
1100049;3527
1100056;1211
1100080;1675
1100098;1498
1100106;3161
1100114;4868
1100130;2198
1100155;2867
1100288;5155
1100320;3981
1100452;2946
1100601;257
1101203;477
1101450;331
1101476;189
1101484;133
1101757;604
1200013;1632
1200252;1552
1200302;5557
1200336;3047
1200393;1434
1200435;870
1200450;5998
1300086;1776
1300102;2836
1300607;4897
1301407;5203
1301506;2800
1301704;8226
1301951;1563
1302504;29306
1302900;11845
1303106;4065
1303205;2083
1303809;5240
1303957;1573
1304005;1742
1304062;16977
1400050;2236
1400233;1301
1400282;1374
1400506;856
1400605;926
1400704;1122
1500347;2649
1500404;9397
1500503;4905
1500859;4484
1501709;33290
1501725;2149
1501758;1199
1502202;29069
1502806;4863
1502954;3653
1503044;2382
1503093;3235
1503309;18323
1503804;7440
1504455;4054
1504976;1391
1505437;11647
1505502;12762
1505551;980
1505809;7552
1505908;5355
1506104;1775
1506302;4576
1506351;2074
1506583;2406
1506609;3623
1507151;3082
1507201;4886
1507409;2260
1507508;2323
1507755;456
1508001;10766
1508035;4714
1508159;7757
1508209;7613
1508407;7458
1600238;807
1600535;2238
1700350;640
1701051;309
1701101;391
1701309;607
1701903;473
1702000;398
1702208;9062
1702901;1898
1703883;211
1704600;188
1705102;379
1705508;7877
1705557;584
1706001;661
1706506;524
1707108;642
1707652;527
1709302;5254
1709500;12589
1710508;1042
1710904;628
1711803;250
1711902;1729
1711951;501
1712009;204
1712157;165
1712405;410
1712702;187
1715101;474
1717503;393
1717909;736
1718204;9704
1718840;302
1718865;417
1718907;552
1719004;194
1720804;1326
1721208;6340
1722107;1401
2100204;5471
2100956;4657
2101004;5169
2101350;1091
2102374;1887
2102507;4099
2102804;3381
2102903;4382
2103000;42194
2103505;6732
2103802;3856
2104073;1249
2104107;2153
2104503;1761
2104552;2313
2104651;1959
2104677;4474
2105153;2644
2105302;44972
2105351;2514
2105906;2942
2106631;1955
2106706;3497
2106805;2770
2107001;1725
2107456;3251
2107506;19662
2107605;4523
2108108;3719
2108405;2589
2108454;4920
2109403;2673
2109452;4449
2109908;50118
2110401;3657
2110658;1508
2110807;805
2110906;2522
2111029;2098
2111102;14722
2111409;3556
2111532;1594
2111607;2311
2111953;925
2112001;1123
2112274;1254
2112456;4821
2112506;10411
2200202;10481
2201051;1297
2201150;1882
2201507;5229
2201929;1096
2201945;1260
2202026;1548
2202075;506
2202109;1030
2202117;1186
2202174;1659
2202455;1019
2202703;8670
2202802;1017
2202851;1045
2203230;973
2203404;1064
2203420;827
2203453;2194
2203503;2077
2203701;17443
1100023;10481
1100064;619
1100148;1797
1100254;3199
1100262;203
1100296;420
1100346;1485
1100379;807
1100502;716
1100700;822
1100809;2490
1100940;1270
1101104;642
1101302;724
1101401;705
1101492;1064
1200054;1381
1200104;6516
1200203;21985
1200344;2037
1200500;6673
1200807;2649
1300300;11415
1300508;5068
1300904;2278
1301209;11142
1301308;3406
1301654;2429
1301852;9718
1301902;20147
1302207;1419
1302405;7249
1302553;3030
1303403;23040
1303536;4058
1303700;4247
1304237;2857
1304260;2174
1304401;3134
1400159;2031
1400407;1396
1500305;6563
1500602;31409
1500701;5042
1500909;7573
1501006;2173
1501105;3308
1501204;5610
1501600;1922
1501907;5594
1501956;4307
1502103;30750
1502152;4810
1502707;4181
1502772;3007
1502905;7920
1503408;1821
1503457;5448
1504059;15355
1504208;34647
1505031;1716
1505304;13890
1505403;3352
1506112;2154
1506138;16597
1506203;8702
1506500;22901
1506559;3972
1506807;75034
1506906;1541
1507003;4184
1507102;2780
1507300;6809
1507466;944
1507474;3439
1507706;4784
1507904;3454
1507953;10607
1507979;2675
1508100;16944
1600204;1319
1600279;8590
1600402;3275
1600501;2174
1600600;19660
1700251;262
1700400;891
1702109;22295
1702406;1448
1702554;6282
1703008;1068
1703206;408
1703842;785
1703891;574
1705607;497
1706100;830
1706258;99
1710706;836
1711506;411
1712454;248
1713601;848
1713957;394
1715002;485
1716208;1807
1716703;821
1718402;376
1718451;301
1718550;649
1718709;300
1720150;159
1720259;330
1720309;777
1720499;599
1720853;157
1720937;214
1721257;102
1721307;288
2100105;1279
2100832;3502
2101251;2968
2101608;19964
2101707;16548
2101772;2502
2101806;1089
2101905;3405
2101970;1332
2102036;5342
2102077;2236
2102101;6497
2102325;7097
2102358;2649
2102408;2111
2102556;1788
2103158;1953
2103174;3048
2103406;7194
2103554;2861
2103703;6262
2103752;1591
2103901;2045
2104081;1783
2104099;2728
2104602;2446
2104909;2607
2105427;4121
2105450;1844
2105500;4003
2105658;945
2105708;8183
2105922;2030
2106003;1922
2106359;1450
2106755;3664
2106904;5649
2107258;789
2107308;800
2107407;3780
2108058;3038
2108603;91309
2108900;3237
2109056;1288
2109106;52373
2109239;902
2109304;1823
2109502;2970
2110039;18084
2110104;5172
2110203;19874
2110302;2783
2110500;7540
2110609;4632
2110856;1366
2111078;3051
2111789;3390
2111805;3105
2111904;2199
2112407;6408
2112605;5627
2113009;6229
2200053;1270
2200103;971
2200251;1502
2200509;3044
2200905;1147
2201101;2601
2201176;808
2201606;1786
2201705;955
2201739;1296
2201988;920
2202059;1909
2202091;1079
1100072;486
1100304;4959
1100403;1268
1100924;530
1101005;996
1101500;932
1101609;603
1101807;510
1200328;1132
1200385;1676
1200401;29451
1200427;2379
1200708;1911
1300029;2470
1300060;1524
1300144;1708
1300409;2395
1300680;2320
1300805;5948
1301100;6324
1301605;3380
1302306;2970
1302702;5850
1302801;2843
1303304;3012
1303601;2106
1303908;9842
1304104;2540
1400100;34236
1400209;4288
1400456;1688
1400472;3739
1500131;1081
1500958;3886
1501253;384
1501501;10719
1502400;48727
1502855;2181
1503606;20122
1503705;6242
1503754;2219
1503903;6154
1504505;3658
1504604;5761
1504802;9935
1504901;6384
1505064;11842
1505106;6486
1505494;1515
1505536;17555
1505601;1101
1505635;1456
1505650;2877
1505700;4625
1506005;6773
1507961;2288
1508084;1950
1508308;9223
1600055;698
1600154;1456
1600212;799
1600253;1314
1600550;471
1700707;685
1702158;722
1703073;494
1703107;648
1703602;214
1703867;188
1703909;801
1707009;4487
1707306;439
1707405;1195
1707553;343
1708254;527
1708304;855
1709005;1667
1712801;400
1713700;343
1714203;752
1714302;586
1714880;1264
1715150;196
1716505;752
1716653;654
1718006;338
1718808;722
1718899;224
1720002;256
1720101;635
1720903;4961
1720978;215
1721109;995
2100154;2430
2100477;4829
2100550;1223
2100600;4677
2100808;3249
2101103;2193
2101202;50497
2101301;2858
2101509;3406
2102002;5575
2102705;3696
2103109;2252
2104206;3011
2104404;3315
2104628;974
2104701;1071
2105104;4798
2105401;8329
2105476;2276
2105609;2559
2105948;1460
2105963;1779
2105989;1292
2106201;1592
2106300;2242
2106326;2940
2107100;3597
2107902;3297
2108009;3505
2108207;39295
2108256;4725
2108306;5832
2108702;4132
2108801;3217
2109809;7810
2110237;1553
2110278;2044
2111052;1443
2111201;24748
2111250;1373
2111508;6722
2111631;1345
2112233;3196
2112308;4925
2112704;7157
2112803;43283
2112852;862
2200277;847
2200301;2360
2200400;8026
2200806;494
2201200;22746
2201556;605
2201572;720
2201770;1520
2201804;657
2202083;939
2202133;1153
2202251;706
2202307;6916
2202539;1085
2202554;1140
2202901;12842
2203008;1228
2203107;1725
2203206;1733
2203255;782
2203305;2579
2203602;754
2203750;1129
2203800;1007
2204006;855
2204204;1212
2204501;1299
2204659;1628
2205102;1654
2205201;3713
2205532;1034
2205565;835
2205581;771
2205805;5069
2206308;196
2206357;1111
2206605;2043
2206696;1319
2206753;857
2207306;863
2207355;611
2207504;2653
2207801;10125
2208007;51379
2208205;3230
2208403;16076
2208650;1587
2208700;1739
2208874;1012
2208908;984
2209005;1356
2209302;1136
2203859;465
2204154;517
2204402;1752
2204550;1060
2204808;1490
2205151;1242
2205250;928
2205276;913
2205409;2683
2205458;1044
2205508;6405
2205516;955
2205540;503
2205573;1018
2205607;1082
2205854;1405
2205953;1870
2206050;1122
2206209;6196
2206803;2052
2207009;18100
2207405;857
2207553;739
2207603;2077
2207793;938
2208106;2019
2208502;2357
2208551;395
2209153;564
2209377;923
2209708;1096
2210607;23603
2210805;2102
2300200;26878
2300309;14898
2300507;1084
2300705;2137
2301000;10101
2301208;4606
2301257;1855
2301307;3351
2301703;3797
2301802;1002
2302008;3222
2302107;21475
2302800;24383
2302909;2909
2303006;3299
2303600;1585
2303659;2081
2304004;3892
2304202;29358
2304251;3505
2304285;11685
2304301;2907
2304954;3508
2305100;642
2305266;2510
2305308;3353
2305506;25589
2305654;1968
2305704;2273
2306009;1842
2306207;1035
2306306;11811
2306504;3134
2307007;5893
2307304;34725
2307403;4104
2307502;5083
2307601;19377
2308401;5677
2308807;1378
2309409;5263
2309607;17709
2309904;977
2310704;4413
2310852;3462
2311801;13881
2311900;2495
2311959;2803
2312205;9976
2313203;6283
2313955;2206
2314102;10422
2400208;19739
2400307;2079
2400505;2010
2401008;10107
2401305;2071
2401404;1245
2401503;608
2401701;1275
2401800;1597
2402402;396
2402808;1086
2403251;19428
2403301;786
2403400;1140
2403608;4074
2404002;700
2404200;16098
2405009;1495
2406155;574
2406700;1362
2406908;523
2407005;1540
2407104;16187
2407609;708
2407708;2156
2408201;3011
2408508;510
2409332;1136
2409506;603
2410801;605
2410900;1188
2411106;471
2411601;604
2411700;823
2411809;426
2413409;808
2413508;1267
2413805;313
2414753;664
2500304;4805
2500502;2351
2500700;2564
2501005;2822
2501351;775
2501500;19142
2501807;12337
2502052;571
2502607;1094
2502904;1117
2503100;734
2503308;1553
2503407;737
2503506;3044
2503555;1526
2503902;1078
2504108;365
2505105;3731
2505303;393
2505402;1826
2506251;1923
2507002;17433
2507309;2673
2508000;1641
2508406;509
2509156;1170
2509339;722
2509370;425
2510204;1223
2510659;231
2511103;1113
2512036;667
2512077;572
2512101;13128
2512507;6477
2512754;795
2512762;826
2512788;353
2512903;4128
2513505;768
2514008;653
2514206;1206
2514305;1102
2514404;713
2514453;1129
2514503;2963
2514602;607
2514651;265
2515401;1972
2515609;370
2516755;444
2600104;18764
2600203;4193
2600401;5203
2600609;2482
2600708;6337
2601052;3906
2601201;27849
2601300;2115
2601508;2271
2602308;12487
2602506;1404
2602704;2397
2602803;20904
2603306;1713
2604155;2289
2604601;3064
2604700;3495
2202752;1333
2203271;955
2203354;1292
2204105;726
2204352;1125
2204907;1778
2205524;983
2205557;1500
2205599;1080
2205904;757
2206001;852
2206506;1267
2206951;672
2207702;27320
2207751;856
2207850;1122
2207959;993
2209104;1092
2209203;870
2209351;608
2209450;259
2209609;527
2209807;841
2209906;1157
2209971;1952
2210052;980
2210300;1008
2210375;358
2210409;3050
2210656;1964
2210904;933
2210938;907
2210979;468
2211100;12891
2211308;7975
2211407;953
2211605;538
2301505;886
2301950;3630
2302305;4708
2303402;2230
2303709;44268
2303808;3699
2304269;1467
2304657;2359
2305233;7182
2305332;2589
2305357;3226
2306108;4357
2306256;4193
2306900;13252
2307650;21220
2307700;19291
2308104;13339
2308302;4926
2308351;2490
2308500;5804
2308609;3274
2308708;13422
2310100;1839
2310308;3585
2310803;2669
2311009;1901
2311108;2440
2311231;1154
2311264;3364
2312106;3077
2312700;19612
2312809;1132
2313005;2136
2313252;1403
2313401;30898
2313708;1295
2313807;4190
2313906;2167
2314003;10566
2400406;488
2401107;4293
2401206;1608
2401602;834
2401651;494
2402105;1987
2402600;14421
2403004;971
2403202;1108
2403509;1572
2403707;1006
2404507;2426
2404606;2084
2404705;1831
2405108;1159
2405405;1533
2405504;449
2405603;2131
2405702;1116
2405801;15838
2406106;2634
2406403;520
2406502;2635
2406809;866
2407500;1166
2407807;2823
2407906;511
2408300;22215
2408409;633
2408805;931
2408904;2059
2409100;2063
2409605;493
2410009;528
2410504;758
2410603;448
2411056;488
2411403;1991
2411429;333
2411502;3651
2411908;615
2412609;2765
2412807;1318
2412906;1887
2413359;2054
2414100;1397
2414308;236
2414407;6358
2414605;2160
2414803;1329
2500106;1684
2500403;2526
2500536;758
2500775;1227
2501575;1203
2502151;799
2502300;902
2502805;2203
2503209;7935
2503605;1315
2503753;736
2504074;719
2504157;1308
2504306;7515
2504504;1227
2504850;387
2504900;3207
2505006;1347
2505238;1509
2505352;964
2506608;1177
2506707;1753
2506806;3872
2506905;21782
2507705;2619
2507804;1029
2508307;3453
2508703;722
2508802;896
2509008;1823
2509305;1502
2509701;15450
2509909;1224
2510402;1218
2510501;648
2510600;567
2511004;531
2511509;1915
2511806;1522
2511905;3542
2512309;3269
2512408;2173
2512606;303
2512705;2989
2512721;1029
2513000;576
2513307;1256
2513406;5215
2513604;1194
2513653;446
2513802;864
2513943;328
2513968;418
2514107;1046
2514800;576
2514909;1068
2515203;512
2515500;2178
2515708;546
2515807;1204
2515930;587
2516003;4474
2516151;665
2516300;2797
2516508;2937
2516706;3015
2209500;706
2209658;1310
2209872;1029
2209955;643
2210003;8577
2210508;2715
2210953;594
2211357;1164
2300150;1932
2300804;1626
2301109;14736
2301604;4267
2301851;2539
2301901;18219
2302206;8906
2302404;11518
2302503;17528
2302701;12240
2303204;4918
2303303;2814
2303956;3364
2304103;30135
2304236;3043
2304277;903
2304350;3066
2304400;215465
2304459;2594
2304707;7555
2304806;863
2304905;1220
2305001;5697
2305407;24353
2305605;4653
2305803;17614
2306553;6980
2306603;3962
2306702;3512
2307106;4580
2307205;1028
2307809;8304
2308377;2002
2309102;1873
2309458;3955
2309508;4738
2309805;1523
2310605;1677
2311207;1200
2311306;19178
2311355;2529
2311504;2524
2311603;7453
2311702;2549
2312007;5191
2312403;7535
2312601;1937
2312908;53989
2313302;12907
2313351;3767
2313609;4518
2313757;3112
2400901;1375
2401453;3539
2402006;18491
2402501;2011
2402907;689
2403103;13935
2404309;2126
2404903;1167
2405207;868
2405306;1309
2405900;454
2406007;819
2406205;1180
2406601;1909
2407252;547
2407302;1360
2408003;34678
2408102;62637
2408706;616
2409209;406
2409308;2246
2409704;1176
2409803;1933
2409902;1756
2410207;1001
2410256;1036
2410702;430
2411007;664
2412104;692
2412203;8703
2412302;2142
2412559;1078
2412708;1118
2413003;803
2413102;1306
2413201;533
2413300;1084
2413557;787
2413607;1129
2413706;731
2414001;2451
2414159;1029
2414506;1953
2414704;855
2415008;531
2500205;864
2500601;3592
2500734;464
2500809;3222
2500908;1981
2501534;950
2501609;2699
2501906;2538
2502201;387
2502508;3063
2502706;824
2503001;3916
2503704;23217
2503803;1159
2504033;1029
2504355;849
2504405;3138
2504603;4724
2505279;1285
2505501;583
2505709;1769
2505907;566
2506202;441
2506400;2490
2507101;2742
2507507;81140
2507606;1574
2507903;1487
2508208;1398
2508505;1337
2508554;677
2509107;3789
2509206;2156
2509396;1148
2509404;2892
2509503;1017
2510006;1351
2510303;607
2510808;42212
2510907;1787
2511202;5597
2511301;2690
2511608;1490
2511707;1187
2512747;513
2513109;1953
2513356;655
2513703;18534
2513927;597
2514701;591
2515104;1464
2515302;17756
2515906;1088
2516201;21512
2517001;1378
2517100;332
2517407;364
2600302;4120
2601102;28000
2601409;21019
2601607;3999
2601805;2503
2601904;17948
2602001;8082
2603454;14244
2603926;2443
2604403;2262
2604908;3612
2605103;8173
2605301;6389
2605509;1458
2606101;4477
2606606;5241
2607307;4859
2607653;5395
2607703;2573
2607802;2219
2607901;77044
2608206;2677
2608305;2440
2608453;2783
2608750;3713
2610509;4900
2610608;9085
2611101;53926
2611408;2149
2611507;3899
2202406;2129
2202729;1157
2202778;1420
2203909;23365
2204303;1947
2204600;673
2204709;2444
2205003;1834
2205300;863
2205359;548
2205706;7304
2206100;2180
2206407;1843
2206654;887
2206670;1183
2206704;1377
2206902;1052
2207108;472
2207207;1446
2207777;934
2207900;8689
2207934;545
2208304;6170
2208601;719
2208809;3676
2208858;850
2209401;836
2209559;1032
2209757;522
2209856;793
2210102;816
2210201;1046
2210359;1016
2210383;288
2210391;627
2210623;804
2210631;695
2210706;2254
2211001;99815
2211209;7374
2211506;667
2211704;779
2300101;1897
2300408;2759
2300606;1480
2300754;6548
2300903;2560
2301406;2102
2302057;2616
2302602;22879
2303105;2877
2303501;22238
2303907;2173
2303931;1862
2304509;2176
2304608;1294
2305209;2770
2305902;9748
2306405;41660
2306801;1543
2307254;1644
2307635;2838
2307908;2058
2308005;4387
2308203;1829
2308906;2851
2309003;1639
2309201;3030
2309300;3783
2309706;9938
2310001;1437
2310209;4999
2310258;4549
2310407;2061
2310506;7037
2310902;2400
2310951;1248
2311405;10744
2312304;14756
2312502;798
2313104;3924
2313500;15769
2313559;3004
2400109;1244
2400604;900
2400703;3652
2400802;1697
2401859;936
2401909;648
2402204;4931
2402303;3606
2402709;1646
2403756;543
2403806;1019
2403905;450
2404101;291
2404408;1453
2404804;208
2404853;1213
2406304;1274
2407203;5072
2407401;1136
2408607;672
2408953;1788
2409407;29140
2410108;1854
2410306;1480
2410405;1540
2411205;18968
2412005;10901
2412401;393
2412500;5720
2413904;1861
2414209;960
2414456;728
2414902;358
2500577;537
2501104;13444
2501153;319
2501203;1135
2501302;3549
2501401;1575
2501708;1140
2502003;1233
2502102;1056
2502409;1620
2504009;82598
2504207;928
2504702;909
2504801;2747
2505204;1066
2505600;1142
2505808;732
2506004;22378
2506103;2162
2506301;26148
2506509;556
2507200;2069
2507408;1185
2508109;816
2508604;1597
2508901;24953
2509057;1664
2509602;753
2509800;1743
2510105;2011
2510709;491
2511400;5749
2512002;3146
2512200;690
2512804;1545
2513158;1130
2513208;829
2513851;387
2513901;7105
2513984;457
2514552;647
2515005;1399
2515971;1658
2516102;2077
2516409;1527
2516607;2385
2516805;1697
2517209;828
2600500;8537
2600807;4343
2600906;3692
2602100;9459
2602209;7706
2603108;2852
2603207;5178
2603405;1402
2603801;3119
2603900;2537
2604007;20009
2604106;64318
2604205;13478
2604304;1767
2605608;4364
2605806;2987
2605905;4776
2606804;19349
2607406;901
2607752;3310
2608057;2174
2608255;1822
2608503;2666
2608909;37116
2609006;3119
2609105;2089
2609154;3703
2609808;3206
2516904;1951
2600054;16681
2601003;2200
2601706;21578
2602407;1894
2602605;8027
2602902;24728
2603009;15508
2603504;3698
2603603;1511
2603702;3585
2604502;4050
2605400;4322
2605707;4708
2606002;62483
2606309;1547
2606408;16769
2606705;1307
2606903;2343
2607000;4792
2607109;841
2607505;5158
2608008;4032
2608404;2908
2608602;2291
2608701;3078
2609204;2343
2609303;2459
2609709;3395
2610004;26561
2610103;1859
2610400;3100
2610905;20906
2611002;4870
2611533;1217
2611705;3995
2612000;2227
2612802;1803
2612901;1970
2613107;4312
2614204;4572
2614709;2837
2615102;1146
2615508;2402
2616100;1591
2700409;7512
2700805;805
2701308;3568
2701357;1319
2701407;8751
2702009;1657
2702207;765
2702405;18090
2702504;1907
2702603;4252
2703007;2735
2703304;2760
2703502;1215
2703601;1702
2703700;985
2703759;2170
2704203;4186
2705408;1540
2705606;2123
2705903;1276
2706422;1712
2706505;2310
2706901;7115
2708303;3630
2708402;6060
2709400;7332
2800670;6997
2801009;2303
2801306;6514
2802205;1225
2803005;8859
2803906;1884
2804003;8135
2805604;5506
2806503;673
2806602;2053
2806701;11757
2901106;5103
2901205;4466
2901353;2758
2901908;2781
2902054;2299
2902658;2265
2902906;6365
2903003;2346
2903102;883
2903235;2552
2903805;3782
2903953;1764
2904001;2097
2904209;1857
2904506;2063
2904605;19826
2904704;1852
2905008;7433
2905156;2529
2905800;7770
2905909;4840
2906204;4608
2906402;1579
2906501;11811
2906857;1536
2906899;1677
2907806;12051
2908606;3982
2909901;6048
2910008;2101
2910057;13971
2910206;674
2911204;16216
2911253;1139
2911600;2841
2911857;2232
2912608;819
2912707;3070
2914000;15788
2914307;2116
2914406;6547
2914653;7780
2915502;2841
2916856;2687
2918209;2478
2918803;3410
2919108;1977
2919157;4309
2919553;9817
2919801;14346
2919900;1530
2919959;1376
2920304;1120
2920700;3856
2921203;7421
2921302;1914
2921401;3055
2921500;9717
2921708;13366
2921807;1341
2922250;2223
2922656;2156
2922854;1447
2923506;1544
2923803;4738
2923902;2542
2924504;2386
2924603;2935
2924900;1357
2925501;4395
2925907;5496
2925931;1858
2926004;16565
2926103;2553
2926301;9787
2926707;1845
2927408;195232
2927705;3388
2928059;1974
2928307;2043
2928406;6662
2928703;30563
2928802;12119
2928950;1593
2929206;7173
2929305;7011
2929370;2191
2929750;3106
2929909;30827
2930006;1715
2930154;4761
2930204;7184
2930501;26985
2930758;2416
2930766;2443
2931202;2943
2931301;2768
2931400;1551
2933158;2674
2933406;1320
2933505;5049
3100302;1106
3100807;273
3100906;6484
3101003;2166
3101508;3132
3101607;3952
3101631;428
3102050;535
3102308;1272
2612406;3805
2612471;1766
2613008;7048
2613206;4069
2613503;5965
2613602;13287
2613701;12177
2614303;2348
2615300;19221
2615409;11309
2616001;2995
2616407;36512
2616506;2595
2700201;2739
2700300;54745
2700508;3322
2700706;3231
2701001;3748
2701506;2300
2701605;3725
2702306;8945
2702702;664
2702900;11319
2703205;3847
2703809;14354
2704104;3031
2704609;2387
2704708;7894
2704807;5498
2704906;691
2705101;3784
2706000;2079
2706208;968
2706307;19425
2706406;5126
2706802;3772
2707008;344
2707909;933
2708006;28949
2708808;7062
2708956;2253
2800100;406
2800407;2006
2801207;10393
2801900;754
2802007;716
2802502;413
2802908;24345
2803500;19597
2803708;1236
2803807;567
2805703;17708
2805802;3213
2806909;602
2807006;684
2807402;12422
2807501;2256
2900207;3534
2900306;2648
2900504;1390
2900603;722
2900900;1434
2901007;13026
2901502;1650
2901601;2331
2902252;2240
2902609;3244
2903201;28177
2903706;3086
2903904;20639
2904100;3403
2904308;1800
